id,airp_id,flying_height,photo_year,photo_date,photo_time,latitude,longitude,film_roll,frame_number,georef_metadata_ind,published_ind,media,photo_tag,bcgs_tile,nts_tile,scale,ground_sample_distance,operation_tag,focal_length,thumbnail_image_url,flight_log_url,camera_calibration_url,patb_georef_url,flight_line_segment_id,operation_id,film_record_id,objectid,se_anno_cad_data,area_ha,localcode_ltree,refine_method,wscode_ltree,geometry
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.697292,697292,5944,1968,1968-07-31,11:01:00,54.46049,-126.5269,bc5306,23,N,Y,Film - BW,bc5306_023,093l04832,093L07,1:31680,,B-012-AF-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5306/bc5306_023_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5306_1.jpg,,,55827,4436,10857,19194536,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.5269, 54.46049)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.697326,697326,5944,1968,1968-07-31,11:32:00,54.34512,-126.6025,bc5306,57,N,Y,Film - BW,bc5306_057,093l03724,093L07,1:31680,,B-012-AF-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5306/bc5306_057_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5306_1.jpg,,,55828,4436,10857,19194570,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.6025, 54.34512)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.697329,697329,5944,1968,1968-07-31,11:32:00,54.42617,-126.6039,bc5306,60,N,Y,Film - BW,bc5306_060,093l04724,093L07,1:31680,,B-012-AF-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5306/bc5306_060_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5306_1.jpg,,,55828,4436,10857,19194573,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.6039, 54.42617)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699362,699362,2438,1968,1968-05-10,10:03:00,54.40555,-126.7186,bc5282,168,N,Y,Film - BW,bc5282_168,093l04712,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_168_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55904,4437,10786,19196210,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.7186, 54.40555)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699363,699363,2438,1968,1968-05-10,10:03:00,54.39845,-126.7085,bc5282,169,N,Y,Film - BW,bc5282_169,093l03734,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_169_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55904,4437,10786,19196211,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.7085, 54.39845)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699364,699364,2438,1968,1968-05-10,10:03:00,54.39136,-126.6985,bc5282,170,N,Y,Film - BW,bc5282_170,093l03743,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_170_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55904,4437,10786,19196212,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.6985, 54.39136)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699386,699386,2591,1968,1968-05-10,10:21:00,54.39412,-126.7105,bc5282,192,N,Y,Film - BW,bc5282_192,093l03734,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_192_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55906,4437,10786,19196234,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.7105, 54.39412)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699404,699404,2591,1968,1968-05-10,10:21:00,54.50195,-126.4842,bc5282,210,N,Y,Film - BW,bc5282_210,093l05821,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_210_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55906,4437,10786,19196252,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4842, 54.50195)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699405,699405,2591,1968,1968-05-10,10:21:00,54.50792,-126.4713,bc5282,211,N,Y,Film - BW,bc5282_211,093l05821,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_211_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55906,4437,10786,19196253,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4713, 54.50792)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699406,699406,2591,1968,1968-05-10,10:21:00,54.51389,-126.4584,bc5282,212,N,Y,Film - BW,bc5282_212,093l05821,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_212_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55906,4437,10786,19196254,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4584, 54.51389)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699407,699407,2591,1968,1968-05-10,10:25:00,54.51987,-126.4455,bc5282,213,N,Y,Film - BW,bc5282_213,093l05822,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_213_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55906,4437,10786,19196255,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4455, 54.51987)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699408,699408,2591,1968,1968-05-10,10:28:00,54.51887,-126.3966,bc5282,214,N,Y,Film - BW,bc5282_214,093l05911,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_214_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196256,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.3966, 54.51887)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699409,699409,2591,1968,1968-05-10,10:28:00,54.51279,-126.4096,bc5282,215,N,Y,Film - BW,bc5282_215,093l05822,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_215_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196257,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4096, 54.51279)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699414,699414,2591,1968,1968-05-10,10:28:00,54.48242,-126.4748,bc5282,220,N,Y,Film - BW,bc5282_220,093l04843,093L08,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_220_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196262,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4748, 54.48242)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699415,699415,2591,1968,1968-05-10,10:28:00,54.47635,-126.4879,bc5282,221,N,Y,Film - BW,bc5282_221,093l04843,093L08,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_221_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196263,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4879, 54.47635)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699416,699416,2591,1968,1968-05-10,10:28:00,54.47028,-126.5009,bc5282,222,N,Y,Film - BW,bc5282_222,093l04832,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_222_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196264,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.5009, 54.47028)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699417,699417,2591,1968,1968-05-10,10:28:00,54.4642,-126.514,bc5282,223,N,Y,Film - BW,bc5282_223,093l04832,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_223_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196265,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.514, 54.4642)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699418,699418,2591,1968,1968-05-10,10:28:00,54.45813,-126.527,bc5282,224,N,Y,Film - BW,bc5282_224,093l04832,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_224_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196266,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.527, 54.45813)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699419,699419,2591,1968,1968-05-10,10:28:00,54.45206,-126.54,bc5282,225,N,Y,Film - BW,bc5282_225,093l04832,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_225_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196267,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.54, 54.45206)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699420,699420,2591,1968,1968-05-10,10:28:00,54.44575,-126.5528,bc5282,226,N,Y,Film - BW,bc5282_226,093l04813,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_226_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196268,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.5528, 54.44575)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699421,699421,2591,1968,1968-05-10,10:28:00,54.43945,-126.5655,bc5282,227,N,Y,Film - BW,bc5282_227,093l04813,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_227_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196269,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.5655, 54.43945)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699423,699423,2591,1968,1968-05-10,10:28:00,54.42685,-126.591,bc5282,229,N,Y,Film - BW,bc5282_229,093l04813,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_229_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196271,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.591, 54.42685)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699424,699424,2591,1968,1968-05-10,10:28:00,54.42054,-126.6037,bc5282,230,N,Y,Film - BW,bc5282_230,093l04722,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_230_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196272,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.6037, 54.42054)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699425,699425,2591,1968,1968-05-10,10:28:00,54.41424,-126.6165,bc5282,231,N,Y,Film - BW,bc5282_231,093l04722,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_231_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196273,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.6165, 54.41424)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699426,699426,2591,1968,1968-05-10,10:28:00,54.40794,-126.6292,bc5282,232,N,Y,Film - BW,bc5282_232,093l04722,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_232_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196274,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.6292, 54.40794)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699427,699427,2591,1968,1968-05-10,10:28:00,54.40164,-126.6419,bc5282,233,N,Y,Film - BW,bc5282_233,093l04722,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_233_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196275,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.6419, 54.40164)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699428,699428,2591,1968,1968-05-10,10:28:00,54.39533,-126.6547,bc5282,234,N,Y,Film - BW,bc5282_234,093l03743,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_234_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196276,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.6547, 54.39533)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699429,699429,2591,1968,1968-05-10,10:28:00,54.38903,-126.6674,bc5282,235,N,Y,Film - BW,bc5282_235,093l03743,093L07,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5282/bc5282_235_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5282_1.jpg,,,55907,4437,10786,19196277,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.6674, 54.38903)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699438,699438,2591,1968,1968-05-10,10:44:00,54.51414,-126.3254,bc5283,8,N,Y,Film - BW,bc5283_008,093l05912,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_008_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196286,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.3254, 54.51414)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699439,699439,2591,1968,1968-05-10,10:44:00,54.51478,-126.3406,bc5283,9,N,Y,Film - BW,bc5283_009,093l05912,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_009_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196287,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.3406, 54.51478)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699440,699440,2591,1968,1968-05-10,10:44:00,54.51542,-126.3558,bc5283,10,N,Y,Film - BW,bc5283_010,093l05911,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_010_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196288,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.3558, 54.51542)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699441,699441,2591,1968,1968-05-10,10:44:00,54.51585,-126.3727,bc5283,11,N,Y,Film - BW,bc5283_011,093l05911,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_011_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196289,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.3727, 54.51585)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699442,699442,2591,1968,1968-05-10,10:44:00,54.51628,-126.3897,bc5283,12,N,Y,Film - BW,bc5283_012,093l05911,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_012_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196290,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.3897, 54.51628)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699443,699443,2591,1968,1968-05-10,10:44:00,54.51671,-126.4067,bc5283,13,N,Y,Film - BW,bc5283_013,093l05822,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_013_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196291,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4067, 54.51671)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699444,699444,2591,1968,1968-05-10,10:44:00,54.51715,-126.4236,bc5283,14,N,Y,Film - BW,bc5283_014,093l05822,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_014_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196292,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4236, 54.51715)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699445,699445,2591,1968,1968-05-10,10:44:00,54.51758,-126.4406,bc5283,15,N,Y,Film - BW,bc5283_015,093l05822,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_015_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196293,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4406, 54.51758)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699446,699446,2591,1968,1968-05-10,10:44:00,54.51801,-126.4576,bc5283,16,N,Y,Film - BW,bc5283_016,093l05821,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_016_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196294,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4576, 54.51801)"
WHSE_IMAGERY_AND_BASE_MAPS.AIMG_PHOTO_CENTROIDS_SP.699447,699447,2591,1968,1968-05-10,10:44:00,54.51844,-126.4745,bc5283,17,N,Y,Film - BW,bc5283_017,093l05821,093L09,1:12000,,B-022-WR-68,153,https://openmaps.gov.bc.ca/thumbs/1968/bc5283/bc5283_017_thumb.jpg,https://openmaps.gov.bc.ca/thumbs/logbooks/1968/roll_pages/bc5283_1.jpg,,,55908,4437,10787,19196295,,231944.69,400.431358.585806,CUT,400.431358,"c(-126.4745, 54.51844)"
